original_name,RICname
taiwan,Republic of China (Taiwan) (Formosa)
tanga,Tanga
tanganica (german east africa),Tanzania (Tanganyika)
tanganifea,Tanzania (Tanganyika)
tanganika,Tanzania (Tanganyika)
tanganiyka,Tanzania (Tanganyika)
tanganjika,Tanzania (Tanganyika)
tanganyea,Tanzania (Tanganyika)
tanganyika,Tanzania (Tanganyika)
tanganyika (territoire sous mandat ),Tanzania (Tanganyika)
tanganyika territory,Tanzania (Tanganyika)
tanger,Tangier
tanger-marokko,Tangier
tangier morocco,Tangier
tanzania (tanganyika) (german east africa),Tanzania (Tanganyika)
tanzanie,Tanzania (Tanganyika)
tanzania,Tanzania (Tanganyika)
tasmania,Tasmania
tasmȃnia,Tasmania
tasmania (australia),Tasmania
tasmania (van diemen's land),Tasmania
tasmanie,Tasmania
tasmanie (la),Tasmania
tatakotoroa island,Clarke Is.
tchad,Chad
tchec-slovaquie,Czechoslovakia
tcheco slovaquia,Czechoslovakia
tcheco-slovaquia,Czechoslovakia
tcheco-slovaquie,Czechoslovakia
tchéco-slovaquie,Czechoslovakia
tchecoslovaquia,Czechoslovakia
tchecoslováquia,Czechoslovakia
tchecoslovaquie,Czechoslovakia
tchécoslovaquie,Czechoslovakia
tchéquoslovaquie,Czechoslovakia
tékkóslóvakía,Czechoslovakia
temporary depots,***NA
temporary warehouse,***NA
tenerife,Tenerife
teneriffa,Tenerife
teneriffe,Tenerife
ténériffe,Tenerife
teneriffe and other canaries,Canary Is. & Tenerife
teneriffe and the other canaries,Canary Is. & Tenerife
teneriffe islands,Tenerife
terr. néerl. d'amérique,Dutch America
terra nova,Newfoundland and Labrador (Newfoundland)
terranova,Newfoundland and Labrador (Newfoundland)
terranova y labrador,Newfoundland and Labrador (Newfoundland)
terre et rivières,World (other)
terre neuve,Newfoundland and Labrador (Newfoundland)
terre neuve (produits de la pêche),Newfoundland and Labrador (Newfoundland)
terre neuve (produits de la pêche)**,Newfoundland and Labrador (Newfoundland)
terre neuve**,Newfoundland and Labrador (Newfoundland)
terre-neuve,Newfoundland and Labrador (Newfoundland)
terre-neuve et labrador,Newfoundland and Labrador (Newfoundland)
terreneuve,Newfoundland and Labrador (Newfoundland)
terreneuve et labrador,Newfoundland and Labrador (Newfoundland)
terrestre,Unknown
territoire du tanganyika,Tanzania (Tanganyika)
territoire militaire du niger,Niger
territoires du nord-ouest,Northwest Territories
territoires nouvellement occupés,Central Powers Occupied Territories
territory of british north borneo,Sabah (North Borneo)
territory of new guinea,New Guinea (German New Guinea) (Kaiser Wilhelmsland)
territory of papua,Papua (British New Guinea)
territory of sarawak,Sarawak
territory of south west africa,Namibia (South West Africa) (German South West Africa)
territory of south-west africa,Namibia (South West Africa) (German South West Africa)
territory of western samoa,Samoa (Western Samoa) (German Samoa)
terst,Trieste
tetuan,Tetuan
texas,Texas
texas et mexique,Mexico & Texas
"texas, mexique et guatemala",Guatemala & Mexico & Texas
thailand,Thailand (Siam)
thailand (siam),Thailand (Siam)
thailande,Thailand (Siam)
thaïlande,Thailand (Siam)
thayland (siam),Thailand (Siam)
the azores (portugal),Azores (Western Isles)
the gold coast,Ghana (Gold Coast)
the gold coast (west africa),Ghana (Gold Coast)
the presidencies of the leeward islands (internal trade),Leeward Is.
the straits settlement,Straits Settlements
the straits settlements,Straits Settlements
thrace,Thrace
thursday island,Thursday I.
tibet,Tibet
tierszt szabad kitöko,Trieste
timor,East Timor (Portuguese Timor)
tjeckoslovak,Czechoslovakia
tjeckoslovakien,Czechoslovakia
tjekkóslóvakía,Czechoslovakia
tjekkoslovakiet,Czechoslovakia
tobago,Tobago
tobago (british west india islands),Tobago
tobago (winward islands - west india islands),Tobago
togo (deutsch),German Togoland
togo,Togo (French Togoland)
togo (german west africa),German Togoland
togo (mandat français),Togo (French Togoland)
togo (marchandises étrangères),Togo (French Togoland)
togo (marchandises françaises),Togo (French Togoland) (French produce)
togo (territoire à mandat),Togo (French Togoland)
togo et autres pays,Togo (French Togoland)
togo et autres pays (marchandises étrangères),Togo (French Togoland)
togo et autres pays (marchandises françaises),Togo (French Togoland) (French produce)
togo et cameroun,Cameroun (French Cameroons) & Togo (French Togoland)
"togo, francijas mandat",Togo (French Togoland)
"togo, pod mandatem brytyjskim",British Togoland
"togo, pod mandatem francuskim",Togo (French Togoland)
togoland,German Togoland
togoland (france),Togo (French Togoland)
tonga,Tonga (Haʻapai)
tonga or friendly islands,Tonga (Haʻapai)
"tonga, samoa",Samoa & Tonga (Haʻapai)
tongan islands protectorate,Tonga (Haʻapai)
tongking,Tonkin
tonkin,Tonkin
toplam,World
tortola,Tortola
tortola and virgin gorda (british west india islands),Tortola & Virgin Gorda
toscana,Tuscany
toscane,Tuscany
toscane (livourne),Livorno
toscane (livourne) et etats sardes (gênes),Genoa & Livorno
toscane et etats-romains,Papal States & Tuscany
toscane et lucques,Lucca & Tuscany
toscane et piémont,Piedmont & Tuscany
toscane et sardaigne,Kingdom of Sardinia & Tuscany
toscane-livourne,Livorno
"toscane, etats romains, modène, parme, lucques",Lucca & Modena & Papal States & Parma & Tuscany
toscane**,Tuscany
totaal,World
totaes,World
total,World
"total (france, algeria, other french possessions)",Algeria (Regency of Algiers) & France & French Colonies (other)
total africa,Africa
total all countries,World
total asia,Asia
total australia,Australia
total british,British World
total british empire,British World
total british india,India
total british oversea dominions and protectorates,British Colonies
total continental europe (except russia),Europe (other)
total étranger,World (other)
total europe,Europe
total exempt de droits de douane,World (other)
total exports,World
total foreign countries,World
total foreign produce,World (other)
total from foreign countries and british possessions,World
total general,World
total général,World
total geral,World
total german empire,Germany (Zollverein)
total imports,World
total in haikwan taels,World
total merchandise,World
total miscellaneous and unclassified,***NA
total north america,Northern America
total oceania,Oceania
total of principal and other countries,World
total pays,World
total portuguese possessions,Portuguese Colonies
total russian empire,Russia (USSR)
total soumis aux droits de douane,World (other)
total south america,Southern America
totale,World
totales,World
totales generales,World
totals,World
totaluri,World
totaux,World
totaux (étranger + france),World
transit par russie,World (via Russia)
transjordanie,Jordan (Transjordan)
transvaal,Transvaal (South African Republic)
trébizonde,Trabzon
trengganu,Trengganu
triest,Trieste
triest (freihasen),Trieste
triest and other austrian ports on the adriatic,Austria-Hungary (Austrian Empire) & Trieste
triest und san giovanni,Republic of St. Mark & Trieste
triest und venedig,Republic of St. Mark & Trieste
"triest, venedig und den jonischen inseln",Ionian Is. & Republic of St. Mark & Trieste
trieste,Trieste
trieste and other austrian ports,Austria-Hungary (Austrian Empire) & Trieste
trieste et gênes,Genoa & Trieste
trieste et venise,Republic of St. Mark & Trieste
trieste free district,Trieste
trieste port libre,Trieste
"trieste, gênes",Genoa & Trieste
"trieste, venise",Republic of St. Mark & Trieste
trieszt sz. kikötö,Trieste
trieszt szabad kikötö,Trieste
trindade,Trinidad
tringannui,Trengganu
trinidad,Trinidad
trinidad (british west india islands),Trinidad
trinidad (british west indies),Trinidad
trinidad (west india islands),Trinidad
trinidad & tobago,Trinidad and Tobago
trinidad & tobago (winward island),Trinidad and Tobago
trinidad and tobago,Trinidad and Tobago
trinidad and tobago (british west indies),Trinidad and Tobago
trinidad w. i.,Trinidad
trinidad y tabago,Trinidad and Tobago
trinidad y tobago,Trinidad and Tobago
trinidad_preferential,Trinidad (other)
"trinidad, tobago",Trinidad and Tobago
"trinidad, tobago y barbados",Barbados & Trinidad and Tobago
trinidade un tabago,Trinidad and Tobago
trinité,Trinidad
trinité (ile de la),Trinidad
trinite et tobago,Trinidad and Tobago
trinité et tobago,Trinidad and Tobago
tripoli,Tripolitania (Regency of Tripoli)
trípoli,Tripolitania (Regency of Tripoli)
tripoli (bengasi),Benghazi
tripoli (libya),Tripolitania (Regency of Tripoli)
tripoli (régence de tripoli),Tripolitania (Regency of Tripoli)
tripoli (turkey in africa),Tripolitania (Regency of Tripoli)
tripoli (turquie d'afrique),Tripolitania (Regency of Tripoli)
tripoli and cirenaica,Cyrenaica & Tripolitania (Regency of Tripoli)
tripoli and tunis,Tripolitania (Regency of Tripoli) & Tunisia (Regency of Tunis)
tripoli de barbarie,Tripolitania (Regency of Tripoli)
tripoli de barbarie (bengasi),Benghazi
tripoli de barbarie (tripoli),Tripoli (Tripolitania)
tripoli en bengazi,Benghazi & Tripolitania (Regency of Tripoli)
"tripoli, tunis, algers and morocco",Barbary Coast
"tripoli, tunis, algiers and morocco",Barbary Coast
tripolis,Tripolitania (Regency of Tripoli)
tripolis a cyrenaika,Cyrenaica & Tripolitania (Regency of Tripoli)
tripolis en bengazi,Benghazi & Tripolitania (Regency of Tripoli)
"tripolis, tunis och marocko",Morocco & Tripolitania (Regency of Tripoli) & Tunisia (Regency of Tunis)
tripolisz,Tripolitania (Regency of Tripoli)
tripolitaine,Tripolitania (Regency of Tripoli)
tripolitaine et cyrenaique,Cyrenaica & Tripolitania (Regency of Tripoli)
tripolitaine et cyrénaïque,Cyrenaica & Tripolitania (Regency of Tripoli)
tripolitania,Tripolitania (Regency of Tripoli)
tripolitania e cirenaica,Cyrenaica & Tripolitania (Regency of Tripoli)
tristan d'acunha,Tristan da Cunha
tristan da cunha,Tristan da Cunha
tristan de cunha,Tristan da Cunha
trypolitanja,Tripolitania (Regency of Tripoli)
tschechoslowakei,Czechoslovakia
tshehho-slovak,Czechoslovakia
tsj-slowakije,Czechoslovakia
tsjechoslowakije,Czechoslovakia
tsjekkoslovakia,Czechoslovakia
tuamotu archipelago,Tuamotu Is.
tunesien,Tunisia (Regency of Tunis)
tunez,Tunisia (Regency of Tunis)
túnez,Tunisia (Regency of Tunis)
tunez (bajalato de),Tunisia (Regency of Tunis)
tunis,Tunisia (Regency of Tunis)
tunis (french possession),Tunisia (Regency of Tunis)
tunis and tripoli,Tripolitania (Regency of Tripoli) & Tunisia (Regency of Tunis)
tunis et alger,Algeria (Regency of Algiers) & Tunisia (Regency of Tunis)
tunis et tripoli,Tripolitania (Regency of Tripoli) & Tunisia (Regency of Tunis)
"tunis, other countries",Tunisia (Regency of Tunis) & World (other)
tunis**,Tunisia (Regency of Tunis)
tunisa,Tunisia (Regency of Tunis)
tunisi,Tunisia (Regency of Tunis)
tunisi e tripoli,Tripolitania (Regency of Tripoli) & Tunisia (Regency of Tunis)
tunisia,Tunisia (Regency of Tunis)
tunísia,Tunisia (Regency of Tunis)
tunisie,Tunisia (Regency of Tunis)
tunisie (protectorat français),Tunisia (Regency of Tunis)
tunisie (tunis),Tunis
tunisie et tripolitaine,Tripolitania (Regency of Tripoli) & Tunisia (Regency of Tunis)
"tunisie, libye",Libya & Tunisia (Regency of Tunis)
tunisien,Tunisia (Regency of Tunis)
tunisz,Tunisia (Regency of Tunis)
tunus,Tunisia (Regency of Tunis)
tur,Turkey (Ottoman Empire)
turchia,Turkey (Ottoman Empire)
turchia asia,Asian Turkey
turchia asiatica,Asian Turkey
turchia en europa,European Turkey
turchia europea,European Turkey
turcia,Turkey (Ottoman Empire)
"turcia, egipt",Egypt Arab Republic (Egypt) & Turkey (Ottoman Empire)
turcija,Turkey (Ottoman Empire)
turcja,Turkey (Ottoman Empire)
turecko,Turkey (Ottoman Empire)
turgi,Turkey (Ottoman Empire)
turk island,Turks and Caicos Is.
turk's and caicos islands,Turks and Caicos Is.
turk's island,Turks and Caicos Is.
turk's island (west india islands),Turks and Caicos Is.
turk's islands,Turks and Caicos Is.
turkei,Turkey (Ottoman Empire)
türkei,Turkey (Ottoman Empire)
türkei & kreta,Crete & Turkey (Ottoman Empire)
türkei in afrika,African Turkey
türkei in asien,Asian Turkey
türkei in europa,European Turkey
türkei in europa & montenegro,European Turkey & Montenegro
"turkeit, asiastiska",Asian Turkey
"turkeit, europeiska",European Turkey
turkestan,Russian Turkestan
turkey,Turkey (Ottoman Empire)
turkey (europe and asia),Turkey (Ottoman Empire)
"turkey (european, asiatic and african)",African Turkey & Asian Turkey & European Turkey
turkey (european),European Turkey
turkey (in asia),Asian Turkey
turkey (including egypt),Turkey (Ottoman Empire)
turkey (including muscat),Turkey (Ottoman Empire)
turkey in africa,African Turkey
turkey in africa (egypt and tripoli),Egypt Arab Republic (Egypt) & Tripolitania (Regency of Tripoli)
turkey in africa (total),African Turkey
turkey in asia,Asian Turkey
turkey in asia and europe,Turkey (Ottoman Empire)
"turkey in asia, egypt, and aden",Aden & Asian Turkey & Egypt Arab Republic (Egypt)
"turkey in asia, persia, afghanistan",Afghanistan & Asian Turkey & Iran (Persia)
"turkey in asia, persia, arabia, etc",Arabia & Asian Turkey & Iran (Persia)
"turkey in asia, persia, arabia, etc.",Arabia & Asian Turkey & Iran (Persia)
"turkey in asia, persia, egypt, algeria, ade, etc.",Aden & Algeria (Regency of Algiers) & Asian Turkey & Egypt Arab Republic (Egypt) & Iran (Persia)
"turkey in asia, persia, egypt, algeria, aden & etc",Aden & Algeria (Regency of Algiers) & Asian Turkey & Egypt Arab Republic (Egypt) & Iran (Persia)
"turkey in asia, persia, egypt, algeria, aden, etc.",Aden & Algeria (Regency of Algiers) & Asian Turkey & Egypt Arab Republic (Egypt) & Iran (Persia)
"turkey in asia, persia, egypt, algeria, aden,&c.",Aden & Algeria (Regency of Algiers) & Asian Turkey & Egypt Arab Republic (Egypt) & Iran (Persia)
"turkey in asia, persia, egypt, algiers, aden, etc.",Aden & Algeria (Regency of Algiers) & Asian Turkey & Egypt Arab Republic (Egypt) & Iran (Persia)
turkey in europe,European Turkey
turkey in europe (including bulgaria and candia),Bulgaria & Crete
turkey in europe (including bulgaria),Bulgaria
turkey in europe (including danubian states),Moldavia & Wallachia
"turkey in europe (including roumania, servia and montenegro)",Kingdom of Serbia & Montenegro & Romania
turkey in europe (including roumania),Romania
turkey in europe and asia,Asian Turkey & European Turkey
turkey in europe including bulgaria and candia,Bulgaria & Crete
"turkey in europe, asia and africa",African Turkey & Asian Turkey & European Turkey
"turkey, asiatic",Asian Turkey
"turkey, asiatic (including cyprus)",Asian Turkey & Cyprus
"turkey, asiatic: persian gulf",Persian Gulf
"turkey, crete",Crete
"turkey, crete*",Crete
"turkey, cyprus",Cyprus
"turkey, egypt",Egypt Arab Republic (Egypt)
"turkey, european",European Turkey
"turkey, greece, egypt",Egypt Arab Republic (Egypt) & Greece & Turkey (Ottoman Empire)
"turkey, levant, egypt, etc.",Egypt Arab Republic (Egypt) & Levant & Turkey (Ottoman Empire)
"turkey, levant, etc.",Levant & Turkey (Ottoman Empire)
"turkey, persia, egypt, aden, morocco and algeria",Aden & Algeria (Regency of Algiers) & Turkey (Ottoman Empire) & Egypt Arab Republic (Egypt) & Iran (Persia) & Morocco
